ticket_id,priority,product,region,resolution_hours
T000636,P3,Analytics Pro,EMEA,37.5
T000637,P3,Analytics Pro,AMER,39.1
T000638,P3,Analytics Pro,AMER,34.2
T000639,P3,Automation Edge,AMER,50.4
T000640,P3,Analytics Pro,APAC,27.6
T000641,P3,Analytics Pro,AMER,19.3
T000642,P2,Core Suite,AMER,16.8
T000643,P3,Automation Edge,EMEA,45.1
T000644,P3,Analytics Pro,AMER,51.8
T000645,P2,Analytics Pro,AMER,19.5
T000646,P2,Core Suite,AMER,26.8
T000647,P2,Analytics Pro,AMER,17.4
T000648,P1,Core Suite,AMER,9
T000649,P2,Analytics Pro,EMEA,14
T000650,P3,Automation Edge,EMEA,54.9
T000651,P2,Analytics Pro,EMEA,19.4
T000652,P2,Core Suite,EMEA,28.1
T000653,P2,Core Suite,AMER,13.6
T000654,P3,Core Suite,AMER,51.2
T000655,P3,Core Suite,EMEA,26.2
T000656,P2,Automation Edge,AMER,11
T000657,P2,Core Suite,AMER,12.2
T000658,P3,Analytics Pro,AMER,44.7
T000659,P2,Core Suite,EMEA,13.5
T000660,P2,Analytics Pro,AMER,19.1
T000661,P3,Analytics Pro,AMER,25.4
T000662,P3,Core Suite,AMER,39.6
T000663,P2,Automation Edge,AMER,25.8
T000664,P2,Analytics Pro,EMEA,13.4
T000665,P3,Analytics Pro,AMER,34.5
T000666,P2,Core Suite,AMER,12
T000667,P3,Core Suite,AMER,49.6
T000668,P2,Automation Edge,EMEA,15.4
T000669,P3,Core Suite,APAC,44.9
T000670,P3,Analytics Pro,APAC,29.8
T000671,P2,Core Suite,AMER,11.5
T000672,P3,Automation Edge,EMEA,46.7
T000673,P2,Core Suite,AMER,21.9
T000674,P3,Core Suite,AMER,47.6
T000675,P3,Analytics Pro,APAC,52.2
T000676,P3,Core Suite,EMEA,42
T000677,P3,Automation Edge,AMER,38.8
T000678,P2,Core Suite,EMEA,13
T000679,P3,Core Suite,AMER,28.1
T000680,P3,Analytics Pro,AMER,27.7
T000681,P3,Analytics Pro,APAC,20.1
T000682,P2,Core Suite,EMEA,13.8
T000683,P3,Automation Edge,EMEA,24.4
T000684,P3,Core Suite,AMER,26.5
T000685,P3,Automation Edge,AMER,41
T000686,P3,Analytics Pro,APAC,31
T000687,P1,Automation Edge,AMER,6.6
T000688,P3,Automation Edge,EMEA,49.8
T000689,P3,Analytics Pro,APAC,43.9
T000690,P3,Automation Edge,APAC,44.4
T000691,P3,Automation Edge,AMER,48.4
T000692,P3,Core Suite,AMER,36.8
T000693,P2,Core Suite,AMER,19.4
T000694,P2,Core Suite,EMEA,20.8
T000695,P3,Automation Edge,APAC,25.8
T000696,P2,Automation Edge,APAC,23.5
T000697,P3,Automation Edge,AMER,38.5
T000698,P3,Automation Edge,AMER,45.1
T000699,P3,Core Suite,EMEA,35.2
T000700,P3,Automation Edge,EMEA,20.6
T000701,P2,Analytics Pro,AMER,26.3
T000702,P3,Core Suite,EMEA,28.5
T000703,P2,Automation Edge,AMER,26.4
T000704,P2,Analytics Pro,AMER,22.3
T000705,P3,Core Suite,AMER,42
T000706,P1,Analytics Pro,AMER,3.5
T000707,P3,Analytics Pro,AMER,33.3
T000708,P2,Automation Edge,AMER,12.8
T000709,P3,Core Suite,EMEA,34.9
T000710,P3,Core Suite,AMER,51.4
T000711,P2,Analytics Pro,AMER,14.2
T000712,P3,Core Suite,EMEA,45.8
T000713,P3,Core Suite,AMER,24.7
T000714,P3,Automation Edge,AMER,31.9
T000715,P3,Automation Edge,APAC,53
T000716,P2,Core Suite,EMEA,13.9
T000717,P3,Automation Edge,EMEA,29
T000718,P3,Analytics Pro,APAC,18.8
T000719,P1,Core Suite,AMER,3.6
T000720,P3,Core Suite,AMER,38.1
T000721,P3,Analytics Pro,AMER,51.9
T000722,P3,Analytics Pro,APAC,35.2
T000723,P3,Core Suite,AMER,36.7
T000724,P3,Core Suite,APAC,31.4
T000725,P3,Analytics Pro,AMER,26.9
T000726,P2,Core Suite,EMEA,22.4
T000727,P3,Analytics Pro,APAC,41.4
T000728,P2,Automation Edge,EMEA,14.8
T000729,P2,Analytics Pro,AMER,11.3
T000730,P3,Analytics Pro,APAC,39
T000731,P3,Core Suite,EMEA,46.6
T000732,P1,Analytics Pro,AMER,3.1
T000733,P3,Core Suite,APAC,40
T000734,P3,Analytics Pro,EMEA,37.6
T000735,P3,Analytics Pro,AMER,19.4
T000736,P3,Automation Edge,AMER,42.6
T000737,P3,Automation Edge,EMEA,36.6
T000738,P3,Core Suite,EMEA,40.1
T000739,P3,Analytics Pro,EMEA,27.5
T000740,P3,Automation Edge,APAC,22.7
T000741,P2,Analytics Pro,EMEA,11.3
T000742,P3,Analytics Pro,APAC,28.7
T000743,P2,Core Suite,AMER,19
T000744,P3,Automation Edge,EMEA,37.4
T000745,P3,Core Suite,AMER,25
T000746,P2,Core Suite,APAC,19.7
T000747,P2,Analytics Pro,AMER,12.4
T000748,P2,Core Suite,AMER,18
T000749,P2,Analytics Pro,APAC,16
T000750,P3,Analytics Pro,AMER,31.3
T000751,P2,Core Suite,EMEA,16.4
T000752,P3,Core Suite,APAC,18.6
T000753,P2,Core Suite,EMEA,20.7
T000754,P2,Analytics Pro,EMEA,25.8
T000755,P3,Core Suite,EMEA,48.9
T000756,P3,Core Suite,AMER,20.5
T000757,P2,Core Suite,AMER,17
T000758,P3,Analytics Pro,AMER,45.8
T000759,P2,Core Suite,APAC,15.8
T000760,P3,Core Suite,AMER,47
T000761,P3,Automation Edge,AMER,45.4
T000762,P2,Automation Edge,AMER,10.7
T000763,P1,Analytics Pro,EMEA,8.1
T000764,P3,Core Suite,APAC,23.7
T000765,P2,Automation Edge,AMER,22.8
T000766,P3,Analytics Pro,AMER,44.5
T000767,P1,Core Suite,AMER,4.4
T000768,P1,Automation Edge,AMER,6.3
T000769,P3,Analytics Pro,EMEA,38.7
T000770,P3,Automation Edge,AMER,35.6
T000771,P3,Core Suite,EMEA,38.9
T000772,P3,Core Suite,EMEA,37.3
T000773,P3,Core Suite,EMEA,48.3
T000774,P2,Core Suite,APAC,9.4
T000775,P3,Automation Edge,AMER,45.2
T000776,P3,Core Suite,AMER,30.7
T000777,P3,Automation Edge,AMER,47
T000778,P3,Analytics Pro,AMER,53.6
T000779,P3,Core Suite,APAC,19.9
T000780,P3,Automation Edge,AMER,21.9
T000781,P3,Core Suite,EMEA,24.2
T000782,P3,Core Suite,AMER,21.3
T000783,P3,Core Suite,EMEA,36.1
T000784,P3,Automation Edge,EMEA,55
T000785,P1,Automation Edge,AMER,4.6
T000786,P3,Automation Edge,EMEA,32.6
T000787,P3,Automation Edge,AMER,21.1
T000788,P3,Core Suite,AMER,29.8
T000789,P3,Analytics Pro,APAC,42.1
T000790,P3,Analytics Pro,AMER,21.3
T000791,P2,Core Suite,EMEA,20.7
T000792,P2,Automation Edge,AMER,15.2
T000793,P3,Core Suite,EMEA,43.1
T000794,P3,Analytics Pro,EMEA,40.5
T000795,P3,Analytics Pro,APAC,37.9
T000796,P3,Core Suite,EMEA,21.2
T000797,P3,Automation Edge,AMER,32
T000798,P2,Analytics Pro,AMER,18.1
T000799,P2,Analytics Pro,AMER,26.8
T000800,P2,Core Suite,APAC,19
T000801,P2,Automation Edge,AMER,9.9
T000802,P2,Automation Edge,AMER,17.5
T000803,P2,Automation Edge,AMER,10.8
T000804,P3,Core Suite,EMEA,39.1
T000805,P3,Automation Edge,AMER,22.5
T000806,P3,Core Suite,AMER,28.9
T000807,P2,Automation Edge,AMER,18.4
T000808,P3,Analytics Pro,AMER,29.7
T000809,P3,Automation Edge,APAC,20.7
T000810,P1,Core Suite,EMEA,8.4
T000811,P1,Core Suite,EMEA,4.1
T000812,P3,Core Suite,AMER,47.9
T000813,P3,Core Suite,EMEA,19.4
T000814,P3,Analytics Pro,AMER,23.6
T000815,P3,Analytics Pro,APAC,40.5
T000816,P2,Core Suite,AMER,17.8
T000817,P3,Automation Edge,AMER,31
T000818,P3,Automation Edge,EMEA,30.3
T000819,P3,Core Suite,APAC,42.4
T000820,P3,Core Suite,EMEA,29
T000821,P2,Automation Edge,EMEA,22.4
T000822,P2,Analytics Pro,AMER,26.8
T000823,P3,Analytics Pro,AMER,19.2
T000824,P2,Analytics Pro,EMEA,21.8
T000825,P3,Core Suite,AMER,45.1
T000826,P3,Analytics Pro,AMER,21.4
T000827,P3,Analytics Pro,AMER,35.4
T000828,P3,Core Suite,EMEA,53.7
T000829,P3,Core Suite,EMEA,43.3
T000830,P2,Automation Edge,AMER,10.7
T000831,P3,Automation Edge,AMER,53.8
T000832,P3,Automation Edge,APAC,38.9
T000833,P2,Core Suite,EMEA,27.5
T000834,P1,Automation Edge,AMER,7.8
T000835,P2,Automation Edge,EMEA,25.4
T000836,P3,Core Suite,EMEA,31.5
T000837,P3,Analytics Pro,AMER,31.8
T000838,P2,Automation Edge,EMEA,11.5
T000839,P3,Analytics Pro,EMEA,42.4
T000840,P3,Core Suite,EMEA,50.1
T000841,P1,Core Suite,AMER,6.8
T000842,P3,Analytics Pro,APAC,44
T000843,P3,Automation Edge,AMER,22
T000844,P3,Analytics Pro,EMEA,49.3
T000845,P2,Analytics Pro,EMEA,18.8
T000846,P3,Automation Edge,APAC,46.6
T000847,P3,Analytics Pro,AMER,37.1
T000848,P3,Analytics Pro,APAC,45.3
T000849,P2,Analytics Pro,AMER,14.1
T000850,P3,Analytics Pro,AMER,30.4
T000851,P2,Analytics Pro,EMEA,12.5
T000852,P3,Core Suite,EMEA,31.7
T000853,P3,Core Suite,AMER,37.2
T000854,P3,Core Suite,EMEA,55.1
T000855,P3,Automation Edge,AMER,26.7
T000856,P2,Analytics Pro,EMEA,19.4
T000857,P2,Core Suite,AMER,23.2
T000858,P2,Analytics Pro,AMER,12.9
T000859,P2,Core Suite,APAC,18.1
T000860,P2,Automation Edge,EMEA,10
T000861,P2,Core Suite,APAC,20.4
T000862,P2,Automation Edge,AMER,17.7
T000863,P2,Analytics Pro,APAC,11.7
T000864,P3,Automation Edge,EMEA,24.2
T000865,P2,Automation Edge,AMER,25.6
T000866,P2,Analytics Pro,AMER,10
T000867,P3,Automation Edge,EMEA,19.8
T000868,P3,Automation Edge,AMER,27.4
T000869,P3,Automation Edge,AMER,37
T000870,P2,Core Suite,EMEA,10.7
T000871,P3,Automation Edge,AMER,53.4
T000872,P3,Automation Edge,AMER,26.6
T000873,P2,Automation Edge,AMER,22.7
T000874,P1,Analytics Pro,EMEA,8.7
T000875,P3,Analytics Pro,EMEA,19.8
T000876,P3,Core Suite,AMER,24.1
T000877,P3,Automation Edge,AMER,31.2
T000878,P3,Core Suite,AMER,52.9
T000879,P2,Automation Edge,APAC,19.6
T000880,P2,Analytics Pro,AMER,26.7
T000881,P3,Analytics Pro,EMEA,35.1
T000882,P3,Automation Edge,APAC,32.1
T000883,P1,Automation Edge,AMER,8.5
T000884,P3,Core Suite,AMER,41.5
T000885,P2,Automation Edge,AMER,15.8
T000886,P3,Automation Edge,EMEA,45.3
T000887,P2,Analytics Pro,EMEA,26.9
T000888,P3,Core Suite,AMER,39.9
T000889,P3,Analytics Pro,EMEA,34
T000890,P3,Core Suite,EMEA,20.2
T000891,P3,Analytics Pro,AMER,49.1
T000892,P2,Automation Edge,AMER,9.9
T000893,P2,Core Suite,EMEA,16.6
T000894,P2,Core Suite,EMEA,28
T000895,P3,Analytics Pro,AMER,18.1
T000896,P2,Core Suite,AMER,20.1
T000897,P2,Core Suite,AMER,19.9
T000898,P2,Automation Edge,EMEA,11.5
T000899,P3,Analytics Pro,EMEA,47.5
T000900,P2,Automation Edge,AMER,18.9
T000901,P3,Automation Edge,EMEA,24.9
T000902,P2,Core Suite,AMER,16
T000903,P3,Core Suite,EMEA,20.7
T000904,P3,Analytics Pro,AMER,43.4
T000905,P3,Core Suite,AMER,42.7
T000906,P3,Analytics Pro,AMER,31.9
T000907,P3,Core Suite,EMEA,21.3
T000908,P2,Core Suite,APAC,9.5
T000909,P2,Automation Edge,AMER,22.6
T000910,P3,Core Suite,AMER,44.1
T000911,P3,Automation Edge,EMEA,51
T000912,P2,Automation Edge,AMER,11.1
T000913,P3,Core Suite,AMER,48.7
T000914,P2,Core Suite,EMEA,12.9
T000915,P3,Core Suite,AMER,19.6
T000916,P3,Automation Edge,AMER,42.9
T000917,P3,Automation Edge,EMEA,44.4
T000918,P3,Core Suite,EMEA,50
T000919,P3,Analytics Pro,AMER,44.5
T000920,P3,Core Suite,AMER,40.5
T000921,P2,Analytics Pro,AMER,14.5
T000922,P2,Core Suite,AMER,15
T000923,P3,Analytics Pro,AMER,51.6
T000924,P2,Core Suite,AMER,19.6
T000925,P3,Core Suite,AMER,49.4
T000926,P1,Core Suite,APAC,5.6
T000927,P2,Analytics Pro,AMER,9.7
T000928,P2,Core Suite,AMER,15
T000929,P3,Analytics Pro,EMEA,19.9
T000930,P3,Automation Edge,AMER,34
T000931,P1,Analytics Pro,AMER,4.4
T000932,P3,Automation Edge,AMER,52.4
T000933,P2,Analytics Pro,EMEA,10.1
T000934,P3,Automation Edge,AMER,40.2
T000935,P3,Core Suite,AMER,24.9
T000936,P1,Analytics Pro,AMER,6.5
T000937,P3,Analytics Pro,EMEA,55.9
T000938,P3,Analytics Pro,AMER,43.5
T000939,P3,Core Suite,EMEA,22.1
T000940,P3,Core Suite,AMER,32.2
T000941,P3,Analytics Pro,AMER,53.4
T000942,P2,Core Suite,AMER,19.9
T000943,P3,Analytics Pro,AMER,25.3
T000944,P2,Analytics Pro,EMEA,21.1
T000945,P2,Core Suite,AMER,23.4
T000946,P1,Core Suite,EMEA,7.3
T000947,P2,Analytics Pro,AMER,22.4
T000948,P2,Analytics Pro,AMER,15.3
T000949,P2,Analytics Pro,AMER,21.7
T000950,P3,Core Suite,APAC,48.1
T000951,P3,Analytics Pro,AMER,19.1
T000952,P2,Automation Edge,AMER,16.2
T000953,P2,Core Suite,APAC,23.4
T000954,P3,Core Suite,APAC,53.5
T000955,P3,Automation Edge,APAC,50.3
T000956,P3,Automation Edge,AMER,42.4
T000957,P2,Core Suite,EMEA,27.1
T000958,P2,Core Suite,EMEA,22.9
T000959,P3,Core Suite,EMEA,29.3
T000960,P2,Analytics Pro,AMER,18.7
T000961,P3,Analytics Pro,EMEA,41.7
T000962,P1,Core Suite,EMEA,4.2
T000963,P2,Analytics Pro,AMER,9.9
T000964,P2,Automation Edge,APAC,22.8
T000965,P3,Analytics Pro,AMER,40.9
T000966,P3,Core Suite,AMER,44.6
T000967,P2,Analytics Pro,AMER,20.5
T000968,P1,Core Suite,AMER,4
T000969,P2,Core Suite,EMEA,24
T000970,P2,Core Suite,AMER,26.4
T000971,P3,Core Suite,EMEA,46.7
T000972,P3,Core Suite,AMER,44.7
T000973,P3,Analytics Pro,AMER,24.6
T000974,P1,Core Suite,EMEA,6.3
T000975,P2,Automation Edge,AMER,10.1
T000976,P2,Core Suite,EMEA,26.5
T000977,P3,Analytics Pro,AMER,39.3
T000978,P3,Core Suite,AMER,50.2
T000979,P3,Automation Edge,EMEA,26.2
T000980,P2,Automation Edge,AMER,24.9
T000981,P3,Core Suite,EMEA,22.3
T000982,P3,Core Suite,APAC,34.1
T000983,P3,Core Suite,AMER,21.2
T000984,P3,Automation Edge,AMER,48.3
T000985,P3,Analytics Pro,AMER,19.7
T000986,P3,Core Suite,AMER,26
T000987,P3,Analytics Pro,APAC,35.6
T000988,P3,Automation Edge,AMER,22.5
T000989,P2,Analytics Pro,EMEA,18.9
T000990,P1,Automation Edge,AMER,7.5
T000991,P3,Core Suite,AMER,43.5
T000992,P2,Analytics Pro,AMER,23.2
T000993,P2,Analytics Pro,AMER,15.2
T000994,P3,Automation Edge,EMEA,30.1
T000995,P3,Automation Edge,AMER,42.5
T000996,P3,Core Suite,AMER,27.9
T000997,P3,Automation Edge,AMER,38.3
T000998,P2,Analytics Pro,AMER,13.1
T000999,P3,Analytics Pro,EMEA,31.3
T001000,P3,Analytics Pro,AMER,49.2
T001001,P3,Core Suite,APAC,32.2
T001002,P3,Automation Edge,APAC,22.5
T001003,P3,Core Suite,APAC,26.6
T001004,P3,Core Suite,AMER,47.5
T001005,P3,Analytics Pro,AMER,43
T001006,P3,Automation Edge,AMER,38.6
T001007,P3,Analytics Pro,AMER,53.8
T001008,P3,Analytics Pro,AMER,34.6
T001009,P3,Analytics Pro,EMEA,41.9
T001010,P2,Core Suite,AMER,15.5
T001011,P3,Core Suite,EMEA,30.1
T001012,P3,Analytics Pro,AMER,22.2
T001013,P2,Analytics Pro,APAC,9.1
T001014,P2,Core Suite,EMEA,15
T001015,P3,Automation Edge,AMER,30.4
T001016,P3,Core Suite,AMER,36.7
T001017,P3,Core Suite,AMER,33.5
T001018,P2,Core Suite,AMER,22.4
T001019,P3,Analytics Pro,AMER,42
T001020,P1,Analytics Pro,AMER,3.2
T001021,P2,Analytics Pro,AMER,17.8
T001022,P3,Automation Edge,EMEA,24.4
T001023,P2,Core Suite,EMEA,21.7
T001024,P1,Core Suite,EMEA,8.1
T001025,P3,Core Suite,AMER,38
T001026,P3,Analytics Pro,EMEA,37.2
T001027,P3,Core Suite,AMER,54
T001028,P3,Core Suite,AMER,27.3
T001029,P3,Core Suite,AMER,50.9
T001030,P1,Analytics Pro,AMER,3.9
T001031,P3,Core Suite,EMEA,23.5
T001032,P3,Automation Edge,EMEA,45
T001033,P1,Core Suite,EMEA,4.7
T001034,P3,Core Suite,APAC,31.1
T001035,P3,Core Suite,APAC,51.6
T001036,P3,Automation Edge,AMER,27.1
T001037,P3,Analytics Pro,EMEA,43.9
T001038,P2,Automation Edge,AMER,13.3
T001039,P2,Automation Edge,APAC,14
T001040,P2,Core Suite,AMER,10.5
T001041,P3,Core Suite,APAC,33.8
T001042,P3,Analytics Pro,AMER,36.8
T001043,P3,Core Suite,AMER,29.5
T001044,P3,Core Suite,AMER,32.2
T001045,P3,Analytics Pro,EMEA,56.7
T001046,P3,Core Suite,AMER,33.5
T001047,P3,Analytics Pro,AMER,30.2
T001048,P3,Automation Edge,AMER,49.3
T001049,P3,Analytics Pro,AMER,51.9
T001050,P2,Automation Edge,AMER,12.1
T001051,P2,Analytics Pro,AMER,26.4
T001052,P2,Analytics Pro,AMER,14.3
T001053,P3,Analytics Pro,EMEA,45.5
T001054,P3,Analytics Pro,APAC,23.5
T001055,P2,Core Suite,AMER,22.9
T001056,P2,Automation Edge,AMER,24.7
T001057,P3,Core Suite,EMEA,38.6
T001058,P3,Core Suite,AMER,46.4
T001059,P2,Automation Edge,AMER,10
T001060,P3,Core Suite,AMER,48
T001061,P3,Analytics Pro,APAC,38.8
T001062,P3,Analytics Pro,AMER,25.5
T001063,P2,Core Suite,AMER,12.8
T001064,P2,Core Suite,EMEA,11.6
T001065,P2,Analytics Pro,AMER,18.3
T001066,P3,Automation Edge,AMER,20.9
T001067,P2,Analytics Pro,EMEA,12.5
T001068,P2,Analytics Pro,EMEA,24.9
T001069,P3,Core Suite,AMER,46.9
T001070,P3,Core Suite,AMER,29.5
T001071,P3,Analytics Pro,AMER,35.1
T001072,P3,Core Suite,AMER,48.2
T001073,P3,Automation Edge,APAC,48.7
T001074,P3,Automation Edge,AMER,46.2
T001075,P1,Analytics Pro,APAC,7.1
T001076,P3,Analytics Pro,AMER,34.2
T001077,P2,Core Suite,AMER,14.5
T001078,P2,Core Suite,EMEA,10.1
T001079,P3,Analytics Pro,EMEA,42
T001080,P3,Analytics Pro,APAC,36.1
T001081,P3,Core Suite,AMER,47.3
T001082,P3,Analytics Pro,AMER,39.3
T001083,P2,Analytics Pro,AMER,10.8
T001084,P1,Analytics Pro,AMER,6.5
T001085,P3,Analytics Pro,EMEA,38.6
T001086,P3,Analytics Pro,AMER,28.4
T001087,P3,Core Suite,EMEA,33.9
T001088,P2,Core Suite,AMER,23.5
T001089,P3,Analytics Pro,APAC,18.5
T001090,P3,Analytics Pro,EMEA,38.6
T001091,P1,Automation Edge,APAC,9
T001092,P3,Analytics Pro,AMER,19.8
T001093,P2,Analytics Pro,AMER,12.6
T001094,P3,Core Suite,EMEA,29.1
T001095,P2,Analytics Pro,EMEA,24.4
T001096,P3,Automation Edge,AMER,28
T001097,P1,Analytics Pro,AMER,3.4
T001098,P3,Core Suite,EMEA,39.3
T001099,P3,Analytics Pro,AMER,52.2
T001100,P3,Automation Edge,AMER,27.7
T001101,P2,Core Suite,AMER,18
T001102,P2,Automation Edge,EMEA,20.8
T001103,P3,Automation Edge,AMER,39
T001104,P3,Automation Edge,EMEA,56.3
T001105,P1,Automation Edge,AMER,6.4
T001106,P1,Analytics Pro,EMEA,7.4
T001107,P3,Automation Edge,AMER,22.9
T001108,P3,Core Suite,EMEA,37.6
T001109,P3,Analytics Pro,AMER,19.6
T001110,P2,Core Suite,EMEA,17
T001111,P2,Analytics Pro,EMEA,11.2
T001112,P2,Core Suite,EMEA,23.2
T001113,P3,Automation Edge,EMEA,51.6
T001114,P2,Analytics Pro,AMER,23
T001115,P3,Core Suite,AMER,30.5
T001116,P3,Analytics Pro,APAC,32.1
T001117,P3,Analytics Pro,EMEA,24.5
T001118,P3,Core Suite,EMEA,26.9
T001119,P3,Automation Edge,AMER,19.9
T001120,P3,Automation Edge,AMER,20.3
T001121,P2,Automation Edge,APAC,23.3
T001122,P3,Core Suite,AMER,51.2
T001123,P3,Analytics Pro,AMER,19.2
T001124,P3,Analytics Pro,AMER,50.8
T001125,P3,Analytics Pro,APAC,30.4
T001126,P2,Core Suite,AMER,25.1
T001127,P3,Core Suite,AMER,33.9
T001128,P3,Automation Edge,APAC,20
T001129,P3,Analytics Pro,AMER,35.9
T001130,P2,Analytics Pro,APAC,11.2
T001131,P3,Core Suite,APAC,18.8
T001132,P2,Analytics Pro,AMER,19.4
T001133,P1,Core Suite,APAC,3.5
T001134,P3,Core Suite,EMEA,33.2
T001135,P2,Analytics Pro,AMER,25.7
T001136,P3,Analytics Pro,EMEA,32.8
T001137,P2,Analytics Pro,AMER,15.1
T001138,P3,Core Suite,APAC,22.1
T001139,P3,Analytics Pro,EMEA,37.7
T001140,P3,Analytics Pro,AMER,50.5
T001141,P1,Core Suite,AMER,5.8
T001142,P3,Automation Edge,AMER,38.4
T001143,P3,Core Suite,APAC,52.5
T001144,P3,Core Suite,AMER,35.6
T001145,P3,Analytics Pro,AMER,37.4
T001146,P3,Core Suite,EMEA,35.3
T001147,P3,Automation Edge,EMEA,54.5
T001148,P2,Core Suite,APAC,13
T001149,P3,Core Suite,EMEA,50
T001150,P2,Analytics Pro,APAC,24.1
T001151,P3,Core Suite,EMEA,56.5
T001152,P3,Automation Edge,EMEA,23.3
T001153,P3,Automation Edge,APAC,41.2
T001154,P2,Automation Edge,EMEA,16.2
T001155,P3,Core Suite,EMEA,46.4
T001156,P3,Analytics Pro,EMEA,52.5
T001157,P3,Analytics Pro,AMER,34.5
T001158,P3,Analytics Pro,AMER,44.9
T001159,P1,Analytics Pro,AMER,9
T001160,P3,Analytics Pro,APAC,27.1
T001161,P3,Core Suite,EMEA,22.6
T001162,P2,Automation Edge,AMER,19.8
T001163,P3,Automation Edge,EMEA,35.4
T001164,P2,Core Suite,EMEA,24.2
T001165,P2,Analytics Pro,AMER,21.5
T001166,P3,Automation Edge,EMEA,36.7
T001167,P1,Core Suite,AMER,5
T001168,P3,Core Suite,EMEA,35.6
T001169,P3,Automation Edge,AMER,20.3
T001170,P3,Analytics Pro,EMEA,38.4
T001171,P3,Core Suite,AMER,33.8
T001172,P3,Automation Edge,APAC,49.5
T001173,P3,Core Suite,APAC,40.8
T001174,P2,Analytics Pro,AMER,15.8
T001175,P3,Core Suite,AMER,27.4
T001176,P2,Automation Edge,AMER,13
T001177,P3,Automation Edge,APAC,34.8
T001178,P3,Core Suite,AMER,23.7
T001179,P2,Core Suite,EMEA,16.1
T001180,P3,Automation Edge,AMER,32.3
T001181,P3,Analytics Pro,EMEA,35
T001182,P2,Analytics Pro,APAC,22.6
T001183,P3,Automation Edge,EMEA,22
T001184,P2,Core Suite,AMER,18.8
T001185,P3,Automation Edge,EMEA,45.1
T001186,P3,Core Suite,AMER,43.1
T001187,P3,Automation Edge,AMER,26.6
T001188,P3,Core Suite,AMER,40.5
T001189,P2,Automation Edge,EMEA,24.3
T001190,P3,Core Suite,AMER,35
T001191,P2,Core Suite,AMER,17.4
T001192,P3,Core Suite,AMER,33
T001193,P3,Core Suite,EMEA,35.7
T001194,P3,Automation Edge,AMER,29.5
T001195,P3,Analytics Pro,AMER,46.6
T001196,P3,Core Suite,AMER,39.1
T001197,P3,Automation Edge,AMER,21.1
T001198,P2,Analytics Pro,AMER,14.2
T001199,P3,Analytics Pro,AMER,20
T001200,P3,Analytics Pro,AMER,50.9
T001201,P3,Analytics Pro,AMER,43.7
T001202,P2,Analytics Pro,EMEA,27
T001203,P2,Analytics Pro,EMEA,18.9
T001204,P3,Core Suite,EMEA,38.9
T001205,P3,Analytics Pro,AMER,39.8
T001206,P3,Analytics Pro,AMER,41.7
T001207,P3,Analytics Pro,APAC,39.1
T001208,P2,Core Suite,EMEA,25.6
T001209,P3,Analytics Pro,AMER,38.4
T001210,P3,Analytics Pro,AMER,51.2
T001211,P2,Analytics Pro,AMER,26.3
T001212,P3,Analytics Pro,AMER,23.3
T001213,P2,Core Suite,AMER,17.3
T001214,P2,Automation Edge,AMER,12.5
T001215,P3,Core Suite,EMEA,31.7
T001216,P3,Core Suite,EMEA,53.6
T001217,P3,Automation Edge,AMER,38
T001218,P3,Automation Edge,APAC,50.4
T001219,P3,Core Suite,AMER,46.4
T001220,P3,Analytics Pro,AMER,51.3
T001221,P2,Core Suite,AMER,22.1
T001222,P3,Core Suite,AMER,30.8
T001223,P3,Core Suite,AMER,29.6
T001224,P3,Analytics Pro,AMER,32.5
T001225,P3,Automation Edge,AMER,45.8
T001226,P3,Analytics Pro,AMER,25.6
T001227,P2,Analytics Pro,AMER,13.6
T001228,P3,Automation Edge,AMER,19.1
T001229,P3,Automation Edge,EMEA,32.5
T001230,P2,Core Suite,EMEA,26.6
T001231,P2,Core Suite,AMER,11.8
T001232,P3,Core Suite,AMER,30.2
T001233,P2,Core Suite,EMEA,12.5
T001234,P2,Analytics Pro,AMER,23.9
T001235,P2,Analytics Pro,EMEA,22.2
T001236,P2,Automation Edge,EMEA,23.3
T001237,P3,Automation Edge,AMER,34.7
T001238,P3,Core Suite,AMER,42.9
T001239,P3,Automation Edge,AMER,26.2
T001240,P3,Core Suite,APAC,23.4
T001241,P3,Analytics Pro,AMER,33.9
T001242,P3,Analytics Pro,AMER,19.2
T001243,P3,Core Suite,APAC,22.2
T001244,P3,Core Suite,APAC,19.9
T001245,P3,Automation Edge,EMEA,55.1
T001246,P3,Analytics Pro,EMEA,43.6
T001247,P2,Analytics Pro,EMEA,14.2
T001248,P3,Analytics Pro,AMER,26.6
T001249,P3,Analytics Pro,AMER,38.2
T001250,P2,Automation Edge,AMER,19.5
T001251,P3,Analytics Pro,AMER,49.9
T001252,P3,Core Suite,AMER,53.1
T001253,P3,Core Suite,AMER,37.5
T001254,P3,Analytics Pro,EMEA,25.7
T001255,P3,Analytics Pro,AMER,52.9
T001256,P2,Analytics Pro,EMEA,23
T001257,P1,Core Suite,AMER,4.8
T001258,P3,Core Suite,AMER,48.3
T001259,P3,Automation Edge,AMER,43.9
T001260,P3,Core Suite,APAC,20.2
T001261,P1,Core Suite,AMER,8.8
T001262,P3,Analytics Pro,AMER,36.8
T001263,P3,Core Suite,EMEA,38.6
T001264,P3,Automation Edge,AMER,31.6
T001265,P3,Core Suite,APAC,52.2
T001266,P3,Core Suite,EMEA,24.3
T001267,P3,Automation Edge,AMER,25.5
T001268,P2,Core Suite,EMEA,12.7
T001269,P2,Core Suite,EMEA,18.9
