contact_id,account_id,account_name,role,region
C000478,A00239,Pinnacle Point,VP Engineering,AMER
C000479,A01397,Vertex Grid,CFO,EMEA
C000480,A01397,Vertex Grid,VP Engineering,EMEA
C000481,A01397,Vertex Grid,Head of Procurement,EMEA
C000482,A01397,Vertex Grid,CFO,EMEA
C000483,A00120,Aurora Logic Inc,IT Director,APAC
C000484,A00120,Aurora Logic Inc,VP Operations,APAC
C000485,A00120,Aurora Logic Inc,Solutions Architect,APAC
C000486,A01253,Cobalt Dynamics Ltd,Head of Procurement,AMER
C000487,A01253,Cobalt Dynamics Ltd,Solutions Architect,AMER
C000488,A01448,Vertex Works Ltd,IT Director,AMER
C000489,A01448,Vertex Works Ltd,VP Operations,AMER
C000490,A01448,Vertex Works Ltd,Solutions Architect,AMER
C000491,A00736,Granite Cloud,Solutions Architect,AMER
C000492,A00736,Granite Cloud,VP Engineering,AMER
C000493,A01861,Silverline Cloud,CFO,APAC
C000494,A01861,Silverline Cloud,IT Director,APAC
C000495,A01145,BluePeak Dynamics Ltd,Head of Procurement,EMEA
C000496,A01145,BluePeak Dynamics Ltd,IT Director,EMEA
C000497,A01145,BluePeak Dynamics Ltd,VP Operations,EMEA
C000498,A01145,BluePeak Dynamics Ltd,IT Director,EMEA
C000499,A00723,Granite Systems,VP Engineering,APAC
C000500,A00723,Granite Systems,IT Director,APAC
C000501,A00723,Granite Systems,CFO,APAC
C000502,A00723,Granite Systems,CFO,APAC
C000503,A01464,Meridian Bridge Inc,Head of Procurement,AMER
C000504,A01464,Meridian Bridge Inc,Solutions Architect,AMER
C000505,A01855,Meridian Grid Ltd,Head of Procurement,AMER
C000506,A01855,Meridian Grid Ltd,CFO,AMER
C000507,A01855,Meridian Grid Ltd,VP Operations,AMER
C000508,A01855,Meridian Grid Ltd,Solutions Architect,AMER
C000509,A00669,Pinnacle Bridge,Solutions Architect,EMEA
C000510,A00669,Pinnacle Bridge,VP Operations,EMEA
C000511,A00669,Pinnacle Bridge,Solutions Architect,EMEA
C000512,A00669,Pinnacle Bridge,CFO,EMEA
C000513,A00133,Meridian Works Ltd,VP Operations,APAC
C000514,A00133,Meridian Works Ltd,VP Engineering,APAC
C000515,A00133,Meridian Works Ltd,VP Operations,APAC
C000516,A00133,Meridian Works Ltd,VP Operations,APAC
C000517,A01408,Cobalt Works Inc,CFO,APAC
C000518,A01408,Cobalt Works Inc,VP Operations,APAC
C000519,A01408,Cobalt Works Inc,Solutions Architect,APAC
C000520,A01408,Cobalt Works Inc,Head of Procurement,APAC
C000521,A01695,Parallel Bridge Inc,VP Engineering,EMEA
C000522,A01695,Parallel Bridge Inc,Solutions Architect,EMEA
C000523,A01695,Parallel Bridge Inc,VP Engineering,EMEA
C000524,A00290,Parallel Grid Ltd,CFO,APAC
C000525,A00290,Parallel Grid Ltd,VP Operations,APAC
C000526,A00290,Parallel Grid Ltd,VP Engineering,APAC
C000527,A00290,Parallel Grid Ltd,CFO,APAC
C000528,A00269,Granite Grid Inc,Solutions Architect,APAC
C000529,A00269,Granite Grid Inc,Head of Procurement,APAC
C000530,A00195,BluePeak Systems Inc,CFO,EMEA
C000531,A01657,Silverline Works,Head of Procurement,AMER
C000532,A01657,Silverline Works,Solutions Architect,AMER
C000533,A01657,Silverline Works,VP Operations,AMER
C000534,A00123,BluePeak Grid Inc,VP Operations,EMEA
C000535,A00123,BluePeak Grid Inc,VP Engineering,EMEA
C000536,A01785,Parallel Stream,VP Operations,APAC
C000537,A01785,Parallel Stream,CFO,APAC
C000538,A01702,Northwind Works Inc,VP Operations,APAC
C000539,A01702,Northwind Works Inc,CFO,APAC
C000540,A01702,Northwind Works Inc,Head of Procurement,APAC
C000541,A00517,Silverline Stream Inc,VP Operations,AMER
C000542,A00517,Silverline Stream Inc,VP Operations,AMER
C000543,A01136,Pinnacle Logic,CFO,APAC
C000544,A01136,Pinnacle Logic,VP Operations,APAC
C000545,A01136,Pinnacle Logic,CFO,APAC
C000546,A01136,Pinnacle Logic,CFO,APAC
C000547,A00380,Meridian Grid Ltd,Head of Procurement,AMER
C000548,A00380,Meridian Grid Ltd,Head of Procurement,AMER
C000549,A00380,Meridian Grid Ltd,VP Operations,AMER
C000550,A00368,Cobalt Labs Inc,VP Operations,AMER
C000551,A00368,Cobalt Labs Inc,VP Operations,AMER
C000552,A00368,Cobalt Labs Inc,Head of Procurement,AMER
C000553,A00368,Cobalt Labs Inc,IT Director,AMER
C000554,A00086,Cobalt Point Inc,VP Engineering,APAC
C000555,A00086,Cobalt Point Inc,Head of Procurement,APAC
C000556,A00086,Cobalt Point Inc,CFO,APAC
C000557,A00086,Cobalt Point Inc,CFO,APAC
C000558,A00811,Parallel Grid Inc,Head of Procurement,EMEA
C000559,A00811,Parallel Grid Inc,VP Operations,EMEA
C000560,A00811,Parallel Grid Inc,VP Operations,EMEA
C000561,A00811,Parallel Grid Inc,VP Engineering,EMEA
C000562,A01872,Pinnacle Labs Inc,CFO,EMEA
C000563,A01872,Pinnacle Labs Inc,IT Director,EMEA
C000564,A01872,Pinnacle Labs Inc,Head of Procurement,EMEA
C000565,A00054,Silverline Works Ltd,VP Engineering,AMER
C000566,A00054,Silverline Works Ltd,Head of Procurement,AMER
C000567,A01233,Silverline Dynamics Ltd,VP Engineering,APAC
C000568,A01233,Silverline Dynamics Ltd,CFO,APAC
C000569,A00333,Pinnacle Cloud Inc,IT Director,AMER
C000570,A00333,Pinnacle Cloud Inc,Head of Procurement,AMER
C000571,A00333,Pinnacle Cloud Inc,Solutions Architect,AMER
C000572,A00333,Pinnacle Cloud Inc,IT Director,AMER
C000573,A01345,Parallel Works Inc,IT Director,AMER
C000574,A01068,BluePeak Cloud,Solutions Architect,AMER
C000575,A01068,BluePeak Cloud,CFO,AMER
C000576,A01068,BluePeak Cloud,Head of Procurement,AMER
C000577,A01068,BluePeak Cloud,VP Engineering,AMER
C000578,A01638,Granite Dynamics,VP Engineering,AMER
C000579,A01638,Granite Dynamics,VP Engineering,AMER
C000580,A01638,Granite Dynamics,Solutions Architect,AMER
C000581,A01638,Granite Dynamics,Solutions Architect,AMER
C000582,A01208,Pinnacle Logic Ltd,VP Operations,AMER
C000583,A01208,Pinnacle Logic Ltd,CFO,AMER
C000584,A01085,Vertex Systems Ltd,Head of Procurement,AMER
C000585,A01085,Vertex Systems Ltd,VP Engineering,AMER
C000586,A01085,Vertex Systems Ltd,VP Engineering,AMER
C000587,A01085,Vertex Systems Ltd,VP Operations,AMER
C000588,A00948,BluePeak Stream Inc,VP Engineering,AMER
C000589,A00948,BluePeak Stream Inc,Head of Procurement,AMER
C000590,A00948,BluePeak Stream Inc,Solutions Architect,AMER
C000591,A00257,Pinnacle Works Inc,Head of Procurement,EMEA
C000592,A00257,Pinnacle Works Inc,VP Operations,EMEA
C000593,A00257,Pinnacle Works Inc,IT Director,EMEA
C000594,A00923,Meridian Bridge,IT Director,AMER
C000595,A00923,Meridian Bridge,VP Engineering,AMER
C000596,A00923,Meridian Bridge,CFO,AMER
C000597,A01465,Vertex Bridge,VP Engineering,AMER
C000598,A01465,Vertex Bridge,IT Director,AMER
C000599,A00382,Vertex Logic Inc,IT Director,AMER
C000600,A00382,Vertex Logic Inc,Head of Procurement,AMER
C000601,A00382,Vertex Logic Inc,Solutions Architect,AMER
C000602,A01194,Vertex Cloud,IT Director,AMER
C000603,A01194,Vertex Cloud,VP Operations,AMER
C000604,A01194,Vertex Cloud,Head of Procurement,AMER
C000605,A00964,Northwind Labs Ltd,Head of Procurement,EMEA
C000606,A00964,Northwind Labs Ltd,IT Director,EMEA
C000607,A00048,Silverline Stream Ltd,VP Engineering,EMEA
C000608,A00048,Silverline Stream Ltd,Solutions Architect,EMEA
C000609,A00048,Silverline Stream Ltd,VP Engineering,EMEA
C000610,A01407,Silverline Bridge Inc,Head of Procurement,AMER
C000611,A01407,Silverline Bridge Inc,VP Operations,AMER
C000612,A01407,Silverline Bridge Inc,Head of Procurement,AMER
C000613,A01407,Silverline Bridge Inc,VP Engineering,AMER
C000614,A01407,Silverline Bridge Inc,Solutions Architect,AMER
C000615,A01086,Meridian Works Ltd,VP Engineering,AMER
C000616,A01086,Meridian Works Ltd,Head of Procurement,AMER
C000617,A01086,Meridian Works Ltd,Head of Procurement,AMER
C000618,A01524,Meridian Works,IT Director,AMER
C000619,A01524,Meridian Works,VP Engineering,AMER
C000620,A01524,Meridian Works,CFO,AMER
C000621,A01959,Vertex Dynamics,Solutions Architect,AMER
C000622,A01959,Vertex Dynamics,Head of Procurement,AMER
C000623,A00499,Silverline Systems Ltd,VP Engineering,EMEA
C000624,A00499,Silverline Systems Ltd,Solutions Architect,EMEA
C000625,A00499,Silverline Systems Ltd,Head of Procurement,EMEA
C000626,A00168,Aurora Bridge Ltd,Solutions Architect,EMEA
C000627,A00168,Aurora Bridge Ltd,Head of Procurement,EMEA
C000628,A00184,Cobalt Systems,VP Operations,AMER
C000629,A00184,Cobalt Systems,Solutions Architect,AMER
C000630,A00184,Cobalt Systems,Head of Procurement,AMER
C000631,A01696,Meridian Works Ltd,Head of Procurement,EMEA
C000632,A01696,Meridian Works Ltd,IT Director,EMEA
C000633,A01830,Pinnacle Logic,IT Director,AMER
C000634,A01830,Pinnacle Logic,Solutions Architect,AMER
C000635,A01830,Pinnacle Logic,IT Director,AMER
C000636,A00848,Cobalt Stream Ltd,VP Operations,AMER
C000637,A00848,Cobalt Stream Ltd,Head of Procurement,AMER
C000638,A00848,Cobalt Stream Ltd,CFO,AMER
C000639,A00848,Cobalt Stream Ltd,VP Operations,AMER
C000640,A00718,Parallel Stream Ltd,VP Operations,AMER
C000641,A00718,Parallel Stream Ltd,Head of Procurement,AMER
C000642,A01756,Parallel Systems,Head of Procurement,EMEA
C000643,A01756,Parallel Systems,CFO,EMEA
C000644,A01756,Parallel Systems,CFO,EMEA
C000645,A00925,Vertex Point Inc,IT Director,EMEA
C000646,A01035,Granite Grid Ltd,VP Operations,EMEA
C000647,A01035,Granite Grid Ltd,Solutions Architect,EMEA
C000648,A01035,Granite Grid Ltd,VP Operations,EMEA
C000649,A01035,Granite Grid Ltd,Solutions Architect,EMEA
C000650,A01222,Pinnacle Logic,Head of Procurement,AMER
C000651,A01222,Pinnacle Logic,Solutions Architect,AMER
C000652,A01222,Pinnacle Logic,Solutions Architect,AMER
C000653,A00685,Northwind Works Inc,CFO,AMER
C000654,A00685,Northwind Works Inc,CFO,AMER
C000655,A01514,Cobalt Dynamics,VP Operations,AMER
C000656,A01514,Cobalt Dynamics,IT Director,AMER
C000657,A00800,Aurora Cloud Ltd,Head of Procurement,AMER
C000658,A00800,Aurora Cloud Ltd,Solutions Architect,AMER
C000659,A01326,Silverline Systems Ltd,Solutions Architect,AMER
C000660,A01326,Silverline Systems Ltd,Head of Procurement,AMER
C000661,A01326,Silverline Systems Ltd,VP Engineering,AMER
C000662,A01326,Silverline Systems Ltd,VP Operations,AMER
C000663,A01556,Vertex Point Ltd,VP Operations,AMER
C000664,A01556,Vertex Point Ltd,Solutions Architect,AMER
C000665,A01556,Vertex Point Ltd,VP Engineering,AMER
C000666,A01556,Vertex Point Ltd,VP Engineering,AMER
C000667,A01705,Northwind Systems Inc,Head of Procurement,AMER
C000668,A01705,Northwind Systems Inc,Head of Procurement,AMER
C000669,A01705,Northwind Systems Inc,CFO,AMER
C000670,A00976,Meridian Point Inc,VP Engineering,AMER
C000671,A00976,Meridian Point Inc,VP Operations,AMER
C000672,A01634,Meridian Labs Inc,Head of Procurement,AMER
C000673,A01634,Meridian Labs Inc,Head of Procurement,AMER
C000674,A01889,Silverline Stream Ltd,Solutions Architect,APAC
C000675,A01889,Silverline Stream Ltd,Head of Procurement,APAC
C000676,A01889,Silverline Stream Ltd,IT Director,APAC
C000677,A00007,BluePeak Works Inc,Solutions Architect,APAC
C000678,A00007,BluePeak Works Inc,Solutions Architect,APAC
C000679,A00415,Meridian Labs Ltd,CFO,AMER
C000680,A00415,Meridian Labs Ltd,Solutions Architect,AMER
C000681,A00415,Meridian Labs Ltd,IT Director,AMER
C000682,A00415,Meridian Labs Ltd,VP Engineering,AMER
C000683,A00250,Northwind Systems,CFO,EMEA
C000684,A00250,Northwind Systems,Solutions Architect,EMEA
C000685,A00250,Northwind Systems,VP Operations,EMEA
C000686,A00250,Northwind Systems,Head of Procurement,EMEA
C000687,A01586,Parallel Systems Inc,IT Director,AMER
C000688,A01586,Parallel Systems Inc,Solutions Architect,AMER
C000689,A00077,Vertex Stream Ltd,VP Engineering,APAC
C000690,A00077,Vertex Stream Ltd,Head of Procurement,APAC
C000691,A00077,Vertex Stream Ltd,Head of Procurement,APAC
C000692,A00077,Vertex Stream Ltd,CFO,APAC
C000693,A01267,Meridian Bridge Inc,Head of Procurement,AMER
C000694,A01267,Meridian Bridge Inc,VP Engineering,AMER
C000695,A01267,Meridian Bridge Inc,VP Engineering,AMER
C000696,A01749,Cobalt Point Ltd,Head of Procurement,AMER
C000697,A01749,Cobalt Point Ltd,VP Engineering,AMER
C000698,A01749,Cobalt Point Ltd,Solutions Architect,AMER
C000699,A01749,Cobalt Point Ltd,VP Engineering,AMER
C000700,A00323,Silverline Cloud Inc,Head of Procurement,EMEA
C000701,A00323,Silverline Cloud Inc,CFO,EMEA
C000702,A00323,Silverline Cloud Inc,Solutions Architect,EMEA
C000703,A00323,Silverline Cloud Inc,Solutions Architect,EMEA
C000704,A00937,Silverline Systems Inc,VP Operations,AMER
C000705,A00937,Silverline Systems Inc,VP Engineering,AMER
C000706,A00937,Silverline Systems Inc,IT Director,AMER
C000707,A00676,Granite Logic,IT Director,APAC
C000708,A00676,Granite Logic,VP Engineering,APAC
C000709,A00676,Granite Logic,Head of Procurement,APAC
C000710,A01956,Parallel Cloud Ltd,Solutions Architect,AMER
C000711,A01956,Parallel Cloud Ltd,Head of Procurement,AMER
C000712,A01956,Parallel Cloud Ltd,IT Director,AMER
C000713,A00526,BluePeak Logic Inc,Solutions Architect,EMEA
C000714,A00526,BluePeak Logic Inc,Solutions Architect,EMEA
C000715,A00526,BluePeak Logic Inc,CFO,EMEA
C000716,A00526,BluePeak Logic Inc,Solutions Architect,EMEA
C000717,A01931,Pinnacle Stream Inc,IT Director,AMER
C000718,A01931,Pinnacle Stream Inc,Solutions Architect,AMER
C000719,A00486,BluePeak Grid Ltd,Head of Procurement,AMER
C000720,A00486,BluePeak Grid Ltd,VP Engineering,AMER
C000721,A00325,Meridian Dynamics,Solutions Architect,EMEA
C000722,A00325,Meridian Dynamics,VP Operations,EMEA
C000723,A00325,Meridian Dynamics,VP Operations,EMEA
C000724,A00325,Meridian Dynamics,Solutions Architect,EMEA
C000725,A00383,Northwind Logic Inc,Head of Procurement,AMER
C000726,A00383,Northwind Logic Inc,CFO,AMER
C000727,A00155,BluePeak Cloud,VP Operations,EMEA
C000728,A00155,BluePeak Cloud,IT Director,EMEA
C000729,A00155,BluePeak Cloud,VP Engineering,EMEA
C000730,A00155,BluePeak Cloud,VP Engineering,EMEA
C000731,A01508,Pinnacle Logic,IT Director,AMER
C000732,A01508,Pinnacle Logic,CFO,AMER
C000733,A01508,Pinnacle Logic,Solutions Architect,AMER
C000734,A01508,Pinnacle Logic,VP Operations,AMER
C000735,A01485,Pinnacle Logic Inc,CFO,AMER
C000736,A01485,Pinnacle Logic Inc,VP Engineering,AMER
C000737,A01485,Pinnacle Logic Inc,Solutions Architect,AMER
C000738,A01921,Pinnacle Stream Ltd,Solutions Architect,AMER
C000739,A01921,Pinnacle Stream Ltd,VP Engineering,AMER
C000740,A01921,Pinnacle Stream Ltd,CFO,AMER
C000741,A01921,Pinnacle Stream Ltd,IT Director,AMER
C000742,A00060,Northwind Systems,Head of Procurement,APAC
C000743,A00060,Northwind Systems,VP Engineering,APAC
C000744,A00062,Granite Dynamics Ltd,IT Director,APAC
C000745,A00914,Granite Dynamics,Solutions Architect,AMER
C000746,A00914,Granite Dynamics,Solutions Architect,AMER
C000747,A00914,Granite Dynamics,VP Operations,AMER
C000748,A00549,Vertex Cloud,Head of Procurement,AMER
C000749,A00549,Vertex Cloud,VP Operations,AMER
C000750,A00549,Vertex Cloud,Head of Procurement,AMER
C000751,A00549,Vertex Cloud,Solutions Architect,AMER
C000752,A00187,Northwind Systems,IT Director,AMER
C000753,A01707,Pinnacle Dynamics Inc,VP Engineering,APAC
C000754,A01707,Pinnacle Dynamics Inc,Head of Procurement,APAC
C000755,A01707,Pinnacle Dynamics Inc,CFO,APAC
C000756,A01707,Pinnacle Dynamics Inc,VP Engineering,APAC
C000757,A01752,Silverline Bridge Ltd,VP Operations,APAC
C000758,A01752,Silverline Bridge Ltd,IT Director,APAC
C000759,A01752,Silverline Bridge Ltd,Solutions Architect,APAC
C000760,A01752,Silverline Bridge Ltd,VP Engineering,APAC
C000761,A01856,BluePeak Grid,Solutions Architect,EMEA
C000762,A01856,BluePeak Grid,IT Director,EMEA
C000763,A01856,BluePeak Grid,Solutions Architect,EMEA
C000764,A01856,BluePeak Grid,VP Operations,EMEA
C000765,A01416,Aurora Works Ltd,CFO,AMER
C000766,A01416,Aurora Works Ltd,IT Director,AMER
C000767,A01416,Aurora Works Ltd,CFO,AMER
C000768,A01416,Aurora Works Ltd,Head of Procurement,AMER
C000769,A00216,Parallel Bridge,VP Engineering,AMER
C000770,A00216,Parallel Bridge,Solutions Architect,AMER
C000771,A00216,Parallel Bridge,VP Operations,AMER
C000772,A00461,BluePeak Dynamics Inc,Head of Procurement,APAC
C000773,A00461,BluePeak Dynamics Inc,Solutions Architect,APAC
C000774,A00461,BluePeak Dynamics Inc,IT Director,APAC
C000775,A00461,BluePeak Dynamics Inc,Solutions Architect,APAC
C000776,A00545,Aurora Labs Ltd,VP Operations,AMER
C000777,A00545,Aurora Labs Ltd,CFO,AMER
C000778,A00545,Aurora Labs Ltd,IT Director,AMER
C000779,A00545,Aurora Labs Ltd,Solutions Architect,AMER
C000780,A00397,Meridian Grid Ltd,VP Operations,APAC
C000781,A00397,Meridian Grid Ltd,IT Director,APAC
C000782,A00397,Meridian Grid Ltd,Head of Procurement,APAC
C000783,A00467,Parallel Dynamics Ltd,IT Director,APAC
C000784,A00467,Parallel Dynamics Ltd,Head of Procurement,APAC
C000785,A00087,Pinnacle Bridge Inc,CFO,APAC
C000786,A00087,Pinnacle Bridge Inc,VP Operations,APAC
C000787,A01688,Granite Works Ltd,Solutions Architect,AMER
C000788,A01600,Parallel Systems Inc,Solutions Architect,AMER
C000789,A01600,Parallel Systems Inc,IT Director,AMER
C000790,A01600,Parallel Systems Inc,VP Operations,AMER
C000791,A01555,Northwind Labs,Head of Procurement,AMER
C000792,A01555,Northwind Labs,VP Operations,AMER
C000793,A00625,Cobalt Labs Ltd,Solutions Architect,AMER
C000794,A00625,Cobalt Labs Ltd,Solutions Architect,AMER
C000795,A00625,Cobalt Labs Ltd,VP Engineering,AMER
C000796,A00625,Cobalt Labs Ltd,Solutions Architect,AMER
C000797,A01039,Pinnacle Bridge Ltd,Solutions Architect,AMER
C000798,A01039,Pinnacle Bridge Ltd,Solutions Architect,AMER
C000799,A01039,Pinnacle Bridge Ltd,VP Engineering,AMER
C000800,A00957,Northwind Systems Inc,VP Engineering,EMEA
C000801,A00957,Northwind Systems Inc,Solutions Architect,EMEA
C000802,A01061,Granite Logic,Head of Procurement,AMER
C000803,A01061,Granite Logic,CFO,AMER
C000804,A00534,Silverline Cloud,Head of Procurement,EMEA
C000805,A00534,Silverline Cloud,Head of Procurement,EMEA
C000806,A00534,Silverline Cloud,VP Operations,EMEA
C000807,A01691,Parallel Works Ltd,VP Engineering,EMEA
C000808,A01691,Parallel Works Ltd,CFO,EMEA
C000809,A01691,Parallel Works Ltd,Solutions Architect,EMEA
C000810,A00131,Vertex Systems,Solutions Architect,EMEA
C000811,A00131,Vertex Systems,IT Director,EMEA
C000812,A00131,Vertex Systems,Solutions Architect,EMEA
C000813,A00785,Granite Grid Inc,CFO,APAC
C000814,A00785,Granite Grid Inc,VP Operations,APAC
C000815,A00785,Granite Grid Inc,VP Engineering,APAC
C000816,A00785,Granite Grid Inc,VP Operations,APAC
C000817,A01494,Granite Dynamics Ltd,CFO,EMEA
C000818,A01494,Granite Dynamics Ltd,Head of Procurement,EMEA
C000819,A01494,Granite Dynamics Ltd,VP Operations,EMEA
C000820,A01074,Vertex Grid Inc,VP Operations,AMER
C000821,A01074,Vertex Grid Inc,VP Engineering,AMER
C000822,A01427,Aurora Grid Ltd,Solutions Architect,AMER
C000823,A01427,Aurora Grid Ltd,VP Operations,AMER
C000824,A01427,Aurora Grid Ltd,CFO,AMER
C000825,A01725,Cobalt Systems Inc,IT Director,AMER
C000826,A01725,Cobalt Systems Inc,Solutions Architect,AMER
C000827,A01725,Cobalt Systems Inc,CFO,AMER
C000828,A01273,Cobalt Point Ltd,Head of Procurement,APAC
C000829,A01273,Cobalt Point Ltd,IT Director,APAC
C000830,A01273,Cobalt Point Ltd,VP Operations,APAC
C000831,A01693,Pinnacle Bridge Inc,IT Director,EMEA
C000832,A01693,Pinnacle Bridge Inc,IT Director,EMEA
C000833,A01693,Pinnacle Bridge Inc,VP Operations,EMEA
C000834,A01693,Pinnacle Bridge Inc,CFO,EMEA
C000835,A00468,Granite Point Ltd,CFO,AMER
C000836,A00468,Granite Point Ltd,VP Engineering,AMER
C000837,A01911,Cobalt Works,IT Director,APAC
C000838,A01911,Cobalt Works,Solutions Architect,APAC
C000839,A01911,Cobalt Works,CFO,APAC
C000840,A00877,Northwind Stream Ltd,IT Director,AMER
C000841,A00877,Northwind Stream Ltd,Head of Procurement,AMER
C000842,A00877,Northwind Stream Ltd,Head of Procurement,AMER
C000843,A01132,Pinnacle Labs Inc,VP Operations,AMER
C000844,A01132,Pinnacle Labs Inc,CFO,AMER
C000845,A01132,Pinnacle Labs Inc,Head of Procurement,AMER
C000846,A01132,Pinnacle Labs Inc,IT Director,AMER
C000847,A01006,Aurora Dynamics,IT Director,AMER
C000848,A01006,Aurora Dynamics,CFO,AMER
C000849,A01006,Aurora Dynamics,CFO,AMER
C000850,A00449,Northwind Stream Ltd,VP Engineering,AMER
C000851,A00449,Northwind Stream Ltd,Head of Procurement,AMER
C000852,A00449,Northwind Stream Ltd,VP Operations,AMER
C000853,A00274,Pinnacle Works Ltd,Solutions Architect,AMER
C000854,A00274,Pinnacle Works Ltd,CFO,AMER
C000855,A01954,Northwind Logic Ltd,VP Engineering,AMER
C000856,A01954,Northwind Logic Ltd,Head of Procurement,AMER
C000857,A01954,Northwind Logic Ltd,Solutions Architect,AMER
C000858,A01338,Vertex Cloud Inc,VP Engineering,AMER
C000859,A01338,Vertex Cloud Inc,CFO,AMER
C000860,A01320,Meridian Systems Ltd,VP Operations,EMEA
C000861,A01320,Meridian Systems Ltd,Solutions Architect,EMEA
C000862,A01320,Meridian Systems Ltd,CFO,EMEA
